permit_number,dba,canonical_name,street_address,canonical_address,latitude,longitude,inspection_date,facility_rating_status,violation_count,matched_place_id,match_score,place_id,name,address,rating,user_ratings_total,types,lat,lng,business_status
FF117575,DENTO COFFEE AND WINE BAR,dento coffee and wine bar,1339 FOLSOM ST,1339 folsom street,37.773198,-122.411943,2024-02-20,Pass,2.0,,,,,,,,,,,
28252,STARBUCKS COFFEE #5584,starbucks coffee 5584,1800 IRVING ST,1800 irving street,37.763766,-122.477499,2024-02-20,Pass,,,,,,,,,,,,
06733552,Motoring Coffee LLC,motoring coffee,1525 UNION ST,1525 union street,37.7982,-122.424579,2024-02-20,Pass,10.0,,,,,,,,,,,
06733495,ENSENADA RESTAURANT,ensenada,4448 MISSION ST,4448 mission street,37.726569,-122.43375,2024-02-20,Pass,,,,,,,,,,,,
ME 117019,Tubtim Siam Thai Massage,tubtim siam thai massage,1769 FOLSOM ST,1769 folsom street,37.768752,-122.4153945,2024-02-20,nan,,,,,,,,,,,,
H0706732797,LOARDS,loards,1601 20TH ST,1601 20th street,37.75977,-122.397426,2024-02-20,Pass,,,,,,,,,,,,
29338,FLORIO,florio,1915 FILLMORE ST,1915 fillmore street,37.787517,-122.4338355,2024-02-16,Pass,,,,,,,,,,,,
116038,YUMMY PIZZA SF,yummy pizza sf,709 OFARRELL ST,709 ofarrell street,37.785222,-122.416515,2024-02-16,Pass,2.0,,,,,,,,,,,
T 62775,LOMBARD SHELL,lombard shell,1800 LOMBARD ST,1800 lombard street,37.800657,-122.4314775,2024-02-16,nan,8.0,,,,,,,,,,,
T-73089,BAYVIEW LIQUORS,bayview liquors,4700 3RD ST,4700 3rd street,37.735605,-122.390757,2024-02-16,nan,3.0,,,,,,,,,,,
06733511,GUCKENHEIMER @ GOOGLE MK F5,guckenheimer google mk f5,188 EMBARCADERO FL 5,188 embarcadero,37.792584,-122.391693,2024-02-16,Pass,,,,,,,,,,,,
52645,PEASANT PIES INC,peasant pies,1039 IRVING ST,1039 irving street,37.763676,-122.469156,2024-02-16,Pass,,,,,,,,,,,,
86161,FARM: TABLE,farm table,754 POST ST,754 post street,37.787832,-122.4143415,2024-02-15,Pass,1.0,ChIJWyb_ipGAhYARbaiIO1cGIrw,77.91044776119404,ChIJWyb_ipGAhYARbaiIO1cGIrw,Farm : Table,"754 Post St, San Francisco, CA 94109, United States",4.3,760.0,"restaurant, cafe, food, store, point_of_interest, establishment",37.7876956,-122.4143293,OPERATIONAL
115214,PANDA EXPRESS #3449,panda express 3449,3519 CALIFORNIA ST,3519 california street,37.786212,-122.4518535,2024-02-15,Pass,,ChIJf6TVcliHhYARiNryyIhTeM4,72.05097570688969,ChIJf6TVcliHhYARiNryyIhTeM4,Panda Express,"3519 California St, San Francisco, CA 94118, United States",4.1,74.0,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",37.7863507,-122.4518698,OPERATIONAL
06734955,AJ'S BAR,aj s bar,1250 MARKET ST STE 101,1250 market street,37.77831,-122.4158265,2024-02-15,Pass,18.0,,,,,,,,,,,
H2406733058,LA COPA LOCA NOE,la copa loca noe,1504 CHURCH ST,1504 church street,37.746684,-122.4272475,2024-02-15,Pass,,,,,,,,,,,,
06733513,OUT THE ROAD,out the road,2636 SAN BRUNO AVE,2636 san bruno avenue,37.72827,-122.4041715,2024-02-15,Pass,,,,,,,,,,,,
68814,FARLEY'S,farley s,1315 18TH ST,1315 18th street,37.762461,-122.395977,2024-02-15,Pass,4.0,,,,,,,,,,,
87613,TOMMY'S JOYNT,tommy s joynt,1101 GEARY BLVD,1101 geary boulevard,37.785501,-122.421816,2024-02-14,Pass,4.0,ChIJUyoRf5aAhYAR4449E3H2WiQ,78.88888888888889,ChIJUyoRf5aAhYAR4449E3H2WiQ,Tommy's Joynt,"1101 Geary Blvd, San Francisco, CA 94109, United States",4.4,4124.0,"restaurant, bar, food, point_of_interest, establishment",37.785519,-122.421811,OPERATIONAL
06733317,"ARNALI, INC.",arnali inc,900 D AVE,900 d avenue,37.82586779701,-122.37378996956,2024-02-14,Pass,,,,,,,,,,,,
98183,FIORELLA POLK,fiorella polk,2238 POLK ST,2238 polk street,37.797498,-122.4218205,2024-02-14,Pass,2.0,,,,,,,,,,,
06733106,BON APPETIT MANAGEMENT CO,bon appetit management co,651 BRANNAN ST FL 1,651 brannan street,37.775232,-122.3996445,2024-02-14,Pass,,,,,,,,,,,,
06733068,MISS T,miss t,708 KEARNY ST,708 kearny street,37.794654,-122.4045495,2024-02-14,Pass,2.0,,,,,,,,,,,
51236,HAZELS KITCHEN,hazels kitchen,1319 18TH ST,1319 18th street,37.762461,-122.3961885,2024-02-14,Pass,3.0,ChIJy8eq1Mt_j4ARrs7tDdhQ-cw,76.48175912043978,ChIJy8eq1Mt_j4ARrs7tDdhQ-cw,Hazel's Kitchen (Sandwich Shop),"1319 18th St, San Francisco, CA 94107, United States",4.6,292.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",37.76251190000001,-122.3960757,OPERATIONAL
118834,"ZERO AND,ZERO&,0&,0+, HANABI CAKE, FUJI FRUIT TEA",zero and zero 0 0 hanabi cake fuji fruit tea,2252 FILLMORE ST,2252 fillmore street,37.79055,-122.433903,2024-02-13,Pass,5.0,,,,,,,,,,,
H8706732806,PARIS 75,paris 75,515 BROADWAY,515 broadway,37.79775,-122.405877,2024-02-13,Pass,3.0,ChIJe253DESBhYARrruPBs2Qw2c,75.73770491803279,ChIJe253DESBhYARrruPBs2Qw2c,Paris 75,"515 Broadway, San Francisco, CA 94133, United States",4.7,157.0,"night_club, bar, restaurant, food, point_of_interest, establishment",37.7978656,-122.4058544,OPERATIONAL
06733392,KO,ko,2193 MISSION ST,2193 mission street,37.762092,-122.41926,2024-02-13,Pass,,,,,,,,,,,,
68089,BK 5830,bk 5830,245 BAY SHORE BLVD,245 bay shore boulevard,37.743912,-122.4041715,2024-02-13,Pass,,,,,,,,,,,,
H2506732753,WAYSTONE,waystone,1609 POWELL ST,1609 powell street,37.799478,-122.410944,2024-02-13,Pass,,,,,,,,,,,,
97722,THE CHURRO FACTORY,the churro factory,39 PIER K-01,39 pier k 01,37.79504065358,-122.39622230419,2024-02-13,Pass,1.0,,,,,,,,,,,
51976,WOODHOUSE FISH CO,woodhouse fish co,1914 FILLMORE ST,1914 fillmore street,37.787427,-122.433291,2024-02-12,Pass,7.0,ChIJAX80kMeAhYARUF246eKv8vM,80.77922077922078,ChIJAX80kMeAhYARUF246eKv8vM,Woodhouse Fish Co.,"1914 Fillmore St, San Francisco, CA 94115, United States",4.4,1414.0,"restaurant, food, point_of_interest, establishment",37.7874917,-122.4333889,OPERATIONAL
117978,FATTED CALF FB,fatted calf fb,1 FERRY PLZ BLDG 13,the embarcadero market street,37.79493499445,-122.39426502138,2024-02-12,Pass,10.0,,,,,,,,,,,
32759,STARBUCKS COFFEE #5726,starbucks coffee 5726,1255 BATTERY ST 600,1255 battery street 600,37.80248801122,-122.40218097456,2024-02-12,Pass,,,,,,,,,,,,
06733455,NEXT LEVEL SF LLC,next level sf,1217 SUTTER ST,1217 sutter street,37.787445,-122.4204795,2024-02-09,Pass,,,,,,,,,,,,
06733487,Maruwu Seicha,maruwu seicha,1737 POST ST #368,1737 post street,37.785168,-122.430564,2024-02-09,Pass,2.0,,,,,,,,,,,
06733123,SAINT FRANK COFFEE,saint frank coffee,120 FOLSOM ST,120 folsom street,37.789965,-122.3913825,2024-02-09,Pass,,,,,,,,,,,,
52645,PEASANT PIES INC,peasant pies,1039 IRVING ST,1039 irving street,37.763676,-122.469156,2024-02-09,Pass,4.0,,,,,,,,,,,
118642,MATTINA,mattina,2232 BUSH ST,2232 bush street,37.787211,-122.434137,2024-02-08,Pass,,,,,,,,,,,,
94555,EASY BREEZY FROZEN YOGURT,easy breezy frozen yogurt,44 WEST PORTAL AVE,44 west portal avenue,37.740474,-122.4666495,2024-02-08,Pass,3.0,ChIJVVV--Op9j4ARIKtwjpQ_Ueo,78.94736842105263,ChIJVVV--Op9j4ARIKtwjpQ_Ueo,Easy Breezy Frozen Yogurt,"44 W Portal Ave, San Francisco, CA 94127, United States",4.3,120.0,"store, food, point_of_interest, establishment",37.7404634,-122.4665495,OPERATIONAL
06733421,BANH MI VIET,banh mi viet,518 DIVISADERO ST,518 divisadero street,37.77444,-122.4373545,2024-02-08,Conditional Pass,6.0,ChIJRw0ImnGBhYAR_kLyEu_vLX4,81.26582278481013,ChIJRw0ImnGBhYAR_kLyEu_vLX4,Banh Mi Viet,"518 Divisadero St, San Francisco, CA 94117, United States",4.7,230.0,"restaurant, food, point_of_interest, establishment",37.7744131,-122.437537,OPERATIONAL
98926,HONG KONG CLAY POT RESTAURANT,hong kong clay pot,960 GRANT AVE,960 grant avenue,37.795896,-122.406507,2024-02-08,Pass,,ChIJFUvxpPSAhYARe7KCl28GNo8,78.55072463768116,ChIJFUvxpPSAhYARe7KCl28GNo8,Hong Kong Clay Pot Restaurant,"960 Grant Ave, San Francisco, CA 94108, United States",4.4,1710.0,"restaurant, food, point_of_interest, establishment",37.7958554,-122.4065434,OPERATIONAL
28172,GENE'S LIQUOR,gene s liquor,2201 TARAVAL ST,2201 taraval street,37.742184,-122.489793,2024-02-08,Pass,1.0,,,,,,,,,,,
T-002277,GEORGE'S ZOO,george s zoo,2560 SLOAT BLVD,2560 sloat boulevard,37.735542,-122.501547,2024-02-08,nan,,,,,,,,,,,,
115771,AAHA INDIAN CUISINE,aaha indian cuisine,3316 17TH ST,3316 17th street,37.763586,-122.419989,2024-02-07,Closure,18.0,ChIJ6fStMq9_j4ARZRYtMVfHPK4,78.55072463768116,ChIJ6fStMq9_j4ARZRYtMVfHPK4,Aaha Indian Cuisine,"3316 17th St, San Francisco, CA 94110, United States",4.3,419.0,"restaurant, food, point_of_interest, establishment",37.76350619999999,-122.4200378,OPERATIONAL
06733527,PEPPER PARADISE,pepper paradise,PIER BEACH AND THE EMBARCADERO ST PIER,pier beach and the embarcadero street pier,37.808118,-122.409063,2024-02-07,Pass,1.0,,,,,,,,,,,
98183,FIORELLA POLK,fiorella polk,2238 POLK ST,2238 polk street,37.797498,-122.4218205,2024-02-07,Pass,3.0,,,,,,,,,,,
87470,CAFE 5,cafe 5,151 THIRD ST FL 5TH,151 third street,37.785924,-122.400765,2024-02-07,Pass,,,,,,,,,,,,
54324,LIVE SUSHI BAR,live sushi bar,2001 17TH ST,2001 17th street,37.764504,-122.4037035,2024-02-07,Pass,6.0,,,,,,,,,,,
20998,HAYES MARKET,hayes market,698 HAYES ST,698 hayes street,37.776474,-122.4277965,2024-02-06,Pass,1.0,,,,,,,,,,,
26527,BAKERY LA MEJOR,bakery la mejor,3329 24TH ST,3329 24th street,37.751976,-122.419134,2024-02-06,Pass,,,,,,,,,,,,
79117,1428 HAIGHT,1428 haight,1428 HAIGHT ST,1428 haight street,37.770372,-122.445981,2024-02-06,Pass,3.0,,,,,,,,,,,
107913,ART'S CAFE,art s,747 IRVING ST,747 irving street,37.763955,-122.4657675,2024-02-06,Pass,,ChIJpxnXTlyHhYAR1RGedkD52Is,79.1549295774648,ChIJpxnXTlyHhYAR1RGedkD52Is,Art's Cafe,"747 Irving St, San Francisco, CA 94122, United States",4.7,638.0,"restaurant, food, point_of_interest, establishment",37.76393970000001,-122.4660464,OPERATIONAL
H2406732677,BISCUIT BENDER AT CAFE PHOENIX,biscuit bender at cafe phoenix,1234 INDIANA ST,1234 indiana street,37.754766,-122.391216,2024-02-06,Pass,2.0,,,,,,,,,,,
80549,PRIMO PIZZA,primo pizza,1064 1064 DIVISADERO,1064 1064 divisadero,37.77956199729,-122.43846296446,2024-02-05,Pass,2.0,,,,,,,,,,,
1452,CAFE V CORPORATION,cafe v corporation,1525 FOLSOM ST,1525 folsom street,37.771542,-122.4142155,2024-02-05,Pass,1.0,,,,,,,,,,,
H0706732710,TAN TAN CORPORATION,tan tan corporation,638 BROADWAY ST,638 broadway street,37.79777776007,-122.40768070284,2024-02-05,Pass,,,,,,,,,,,,
64880,THE WRECK ROOM,the wreck room,1390 CALIFORNIA ST,1390 california street,37.791234,-122.417199,2024-02-02,Pass,,,,,,,,,,,,
D 144,Zaida T. Rodriguez (ZTR) Child Development Center,zaida t rodriguezchild development center,2950 MISSION ST,2950 mission street,37.749825,-122.4185715,2024-02-02,Pass,1.0,,,,,,,,,,,
06733505,Toast N Egg,toast n egg,1838 IRVING ST,1838 irving street,37.763784,-122.477796,2024-02-02,Pass,3.0,,,,,,,,,,,
29140,DRAGON WELL,dragon well,2142 CHESTNUT ST,2142 chestnut street,37.800729,-122.4386955,2024-02-01,Pass,3.0,ChIJXw_H3daAhYAR2B4lBSh2Dg0,80.77922077922078,ChIJXw_H3daAhYAR2B4lBSh2Dg0,Dragon Well,"2142 Chestnut St, San Francisco, CA 94123, United States",4.2,329.0,"restaurant, food, point_of_interest, establishment",37.80064,-122.4386477,OPERATIONAL
76588,ARLEQUIN WINE MERCHANT,arlequin wine merchant,384 HAYES ST STE A,384 hayes street,37.777149,-122.4227025,2024-02-01,Pass,,,,,,,,,,,,
108182,ALL SEASON MARKET,all season market,401 CAPP ST,401 capp street,37.760166,-122.4178425,2024-02-01,Pass,,,,,,,,,,,,
67895,PRECITA PARK CAFE,precita park,500 PRECITA AVE,500 precita avenue,37.747053,-122.4104445,2024-02-01,Closure,1.0,,,,,,,,,,,
30636,MRS FIELD'S COOKIES PIER 39,mrs field s cookies pier 39,PIER 39 B-06,the embarcadero beach street,37.808118,-122.409063,2024-02-01,Pass,3.0,,,,,,,,,,,
111003,YH-BEIJING,yh beijing,500 HAIGHT STREET,500 haight street,37.772208,-122.4306135,2024-01-31,Pass,4.0,,,,,,,,,,,
06733095,SALUHALL SF INC. Level 1 & 2 (Shared Kitchen Complex),saluhall sf inc level 1 2,945 MARKET ST,945 market street,37.782891,-122.4087885,2024-01-31,Pass,,,,,,,,,,,,
34546,AFC SUSHI @ SAFEWAY #1507,afc sushi safeway 1507,2020 MARKET ST,2020 market street,37.768968,-122.427846,2024-01-31,Pass,2.0,,,,,,,,,,,
H2606732823,"MUSIC CITY SAN FRANCISCO, INC.",music city san francisco inc,1353 BUSH ST STE 112,1353 bush street,37.788534,-122.4195525,2024-01-31,Pass,,,,,,,,,,,,
111470,CAFE LA BENDICION,cafe la bendicion,463 ELLIS ST,463 ellis street,37.784466,-122.4137475,2024-01-31,Pass,3.0,,,,,,,,,,,
97893,Rainbow Market and Deli,rainbow market and deli,684 LARKIN ST,684 larkin street,37.784043,-122.417541,2024-01-30,nan,,,,,,,,,,,,
2712,BROADMOOR HOTEL THE,broadmoor hotel the,1499 SUTTER ST,1499 sutter street,37.786896,-122.424651,2024-01-30,Pass,3.0,,,,,,,,,,,
70921,HOTEL EMBLEM,hotel emblem,562 SUTTER ST,562 sutter street,37.789362,-122.4098055,2024-01-30,Pass,1.0,,,,,,,,,,,
M02486,La Biang Thai Corp,la biang thai corp,1301 POLK ST,1301 polk street,37.78893,-122.420637,2024-01-30,nan,,,,,,,,,,,,
06733251,WANPO TEA SHOP,wanpo tea shop,3251 20TH AVE STE 5523,3251 20th avenue,37.728477,-122.4768375,2024-01-30,Pass,3.0,,,,,,,,,,,
06733245,TAQUERIAS EL FAROLITO,taquerias el farolito,1020 N VALENCIA ST,1020 n valencia street,37.75655727248,-122.4211327255,2024-01-30,Pass,11.0,,,,,,,,,,,
118468,GYRO KING,gyro king,25 GROVE ST #4702,25 grove street,37.778526,-122.4156195,2024-01-30,Pass,,ChIJPTVTnJuAhYAR3G9Z4eVlTmU,76.66666666666667,ChIJPTVTnJuAhYAR3G9Z4eVlTmU,Gyro King,"25 Grove St #4702, San Francisco, CA 94102, United States",4.4,873.0,"restaurant, food, point_of_interest, establishment",37.7786111,-122.4158333,OPERATIONAL
86718,LOLLIPOT,lollipot,890 TARAVAL ST,890 taraval street,37.743318,-122.4754605,2024-01-30,Pass,,,,,,,,,,,,
102518,JOY'S PLACE,joy s place,611 POST ST,611 post street,37.787652,-122.4119925,2024-01-29,Pass,6.0,,,,,,,,,,,
118893,HOTEL KABUKI,hotel kabuki,1625 POST ST,1625 post street,37.785564,-122.428719,2024-01-29,Pass,,,,,,,,,,,,
34639,EL CHICO PRODUCE MARKET #4,el chico produce market 4,2965 24TH ST,2965 24th street,37.752435,-122.411214,2024-01-29,Pass,5.0,,,,,,,,,,,
1452,CAFE V CORPORATION,cafe v corporation,1525 FOLSOM ST,1525 folsom street,37.771542,-122.4142155,2024-01-29,Pass,8.0,,,,,,,,,,,
118419,CANTOO LATIN ASIAN ROTISSERIE,cantoo latin asian rotisserie,572 OFARRELL ST,572 ofarrell street,37.785816,-122.414139,2024-01-29,Pass,4.0,ChIJZ7sxzc2BhYARThtWFAogDXs,80.0,ChIJZ7sxzc2BhYARThtWFAogDXs,Cantoo Latin Asian Rotisserie,"572 O'Farrell St, San Francisco, CA 94102, United States",4.7,469.0,"restaurant, food, point_of_interest, establishment",37.7858328,-122.4141612,OPERATIONAL
06733439,GOURMET KITCHEN,gourmet kitchen,1051 STOCKTON ST,1051 stockton street,37.795536,-122.4084915,2024-01-29,Pass,,,,,,,,,,,,
8067,WALGREEN CO,walgreen co,1524 POLK ST,1524 polk street,37.791027,-122.420493,2024-01-26,Pass,,,,,,,,,,,,
t-00111,CONVENIENCE DELI & GROCERY,convenience deli grocery,1201 LAGUNA ST,1201 laguna street,37.782243,-122.427657,2024-01-26,nan,,,,,,,,,,,,
D5021,Jean Parker Elementary School,jean parker elementary school,840 BROADWAY ST,840 broadway street,37.79735719972,-122.411011706,2024-01-26,Pass,,,,,,,,,,,,
06733487,Maruwu Seicha,maruwu seicha,1737 POST ST #368,1737 post street,37.785168,-122.430564,2024-01-26,Pass,2.0,,,,,,,,,,,
119029,22ND & IRVING PRODUCE MARKET INC.,22nd irving produce market inc,2101 IRVING ST,2101 irving street,37.763172,-122.480559,2024-01-25,Conditional Pass,3.0,,,,,,,,,,,
100328,OTORO,otoro,205 OAK ST,205 oak street,37.774854,-122.4228555,2024-01-25,Pass,1.0,,,,,,,,,,,
24302,TONY'S CABLE CAR RESTAURANT,tony s cable car,2500 GEARY BLVD,2500 geary boulevard,37.782846,-122.4447795,2024-01-25,Pass,5.0,,,,,,,,,,,
20624,BALOMPIE CAFE,balompie,3349 18TH ST,3349 18th street,37.761786,-122.4185175,2024-01-25,Pass,9.0,,,,,,,,,,,
69324,LAS BRISAS,las brisas,3137 MISSION ST,3137 mission street,37.747071,-122.4186255,2024-01-25,Pass,8.0,,,,,,,,,,,
T-74505,Wolfes Lunch,wolfes lunch,1220 16TH ST,1220 16th street,37.766439,-122.3996175,2024-01-25,nan,,,,,,,,,,,,
06733274,RIPPLE BATTERY STREET - 2nd Floor,ripple battery street 2nd floor,600 BATTERY ST,600 battery street,37.797498,-122.400333,2024-01-25,Pass,1.0,,,,,,,,,,,
74966,CHONG HING,chong hing,"1199 STOCKTON ST A , B",1199 stockton street a b,37.79661294887,-122.40845786474,2024-01-25,Pass,,,,,,,,,,,,
99253,CALIFORNIA PACIFIC MEDICAL CENTER-VAN NESS CAMPUS,california pacific medical center van ness campus,1101 VAN NESS AVE,1101 van ness avenue,37.785852,-122.421762,2024-01-24,Pass,1.0,,,,,,,,,,,
89138,CROSTINI AND JAVA,crostini and java,899 HYDE ST,899 hyde street,37.788921,-122.4171585,2024-01-24,Pass,3.0,ChIJgXTImZOAhYARzX4bhO9a8ao,69.91044776119404,ChIJgXTImZOAhYARzX4bhO9a8ao,Crostini & Java,"899 Hyde St, San Francisco, CA 94109, United States",4.8,704.0,"cafe, bakery, store, restaurant, food, point_of_interest, establishment",37.788955,-122.4171691,OPERATIONAL
C70846,NEW GRANT CLEANERS,new grant cleaners,1327 GRANT AVE,1327 grant avenue,37.799118,-122.407488,2024-01-24,nan,,,,,,,,,,,,
116478,CITRUS CLUB THE,citrus club the,1790 HAIGHT ST,1790 haight street,37.769652,-122.451642,2024-01-24,Pass,7.0,,,,,,,,,,,
118468,GYRO KING,gyro king,25 GROVE ST #4702,25 grove street,37.778526,-122.4156195,2024-01-24,Pass,1.0,ChIJPTVTnJuAhYAR3G9Z4eVlTmU,76.66666666666667,ChIJPTVTnJuAhYAR3G9Z4eVlTmU,Gyro King,"25 Grove St #4702, San Francisco, CA 94102, United States",4.4,873.0,"restaurant, food, point_of_interest, establishment",37.7786111,-122.4158333,OPERATIONAL
51274,TERZO,terzo,3011 STEINER ST,3011 steiner street,37.797111,-122.4374535,2024-01-23,Pass,,ChIJK8BnWtCAhYAR-QPED11PXEY,80.26666666666667,ChIJK8BnWtCAhYAR-QPED11PXEY,Terzo,"3011 Steiner St, San Francisco, CA 94123, United States",4.6,347.0,"restaurant, food, point_of_interest, establishment",37.7971201,-122.4373439,OPERATIONAL
54371,EL CAFETAZO,el cafetazo,3087 16TH ST,3087 16th street,37.764684,-122.421447,2024-01-23,Conditional Pass,9.0,ChIJnT-LTSJ-j4ARzCqJ1L3bVTE,78.55072463768116,ChIJnT-LTSJ-j4ARzCqJ1L3bVTE,El Cafetazo,"3087 16th St, San Francisco, CA 94103, United States",4.0,136.0,"cafe, bakery, store, restaurant, food, point_of_interest, establishment",37.7648352,-122.4214871,OPERATIONAL
32017,NEW SAN WANG RESTAURANT,new san wang,1682 POST ST,1682 post street,37.785753,-122.4293805,2024-01-23,Pass,9.0,,,,,,,,,,,
100638,LOS YAQUIS,los yaquis,3214 FOLSOM ST,3214 folsom street,37.746891,-122.4138285,2024-01-23,Pass,9.0,,,,,,,,,,,
06733351,GO DUCK YOURSELF,go duck yourself,439 CORTLAND AVE,439 cortland avenue,37.739295,-122.4170235,2024-01-23,Pass,1.0,,,,,,,,,,,
06733367,NEW TARAVAL CAFE,new taraval,1054 TARAVAL ST,1054 taraval street,37.743219,-122.477688,2024-01-23,Pass,1.0,,,,,,,,,,,
109495,BAO,bao,590 VALENCIA ST,590 valencia street,37.763451,-122.4220545,2024-01-22,Pass,,ChIJJxmApKt_j4ARTxy3UZc3uqQ,80.26666666666667,ChIJJxmApKt_j4ARTxy3UZc3uqQ,bao,"590 Valencia St, San Francisco, CA 94110, United States",4.5,576.0,"restaurant, food, point_of_interest, establishment",37.7635131,-122.4219389,OPERATIONAL
103331,L'S CAFFE,l s caffe,2871 24TH ST,2871 24th street,37.752552,-122.4095985,2024-01-22,Pass,2.0,,,,,,,,,,,
M02580,Noe Valley Spa,noe valley spa,4028 A 24TH ST,4028 a 24th street,37.751634,-122.432625,2024-01-22,nan,,ChIJc-2jWRJ-j4AROB7b2Bw356o,62.22626079054975,ChIJc-2jWRJ-j4AROB7b2Bw356o,Noe Valley Bakery,"4073 24th St, San Francisco, CA 94114, United States",4.6,778.0,"bakery, cafe, store, food, point_of_interest, establishment",37.7512394,-122.4334381,OPERATIONAL
104409,DRAGONEATS LLC,dragoneats,520 GOUGH ST,520 gough street,37.778499,-122.422968,2024-01-19,Pass,,ChIJsZ02iJiAhYARzoeXoabmj5I,78.55072463768116,ChIJsZ02iJiAhYARzoeXoabmj5I,DragonEats,"520 Gough St, San Francisco, CA 94102, United States",4.7,450.0,"restaurant, food, point_of_interest, establishment",37.7783702,-122.4231862,OPERATIONAL
FYF119121,KOMAAJ,komaaj,10 29TH ST,10 29th street,37.744146,-122.4210015,2024-01-19,Pass,,,,,,,,,,,,
84038,DELAROSA,delarosa,37 YERBA BUENA LN,37 yerba buena ln,37.785402,-122.4044055,2024-01-19,Pass,,,,,,,,,,,,
T 122322,7 Eleven 20473C,7 eleven 20473c,2222 TARAVAL ST,2222 taraval street,37.74267,-122.4900585,2024-01-19,nan,,,,,,,,,,,,
116036,THE SOUP,the soup,2315 IRVING ST,2315 irving street,37.763064,-122.4828405,2024-01-18,Pass,5.0,,,,,,,,,,,
92925,SUSHI ZONE,sushi zone,1815 MARKET ST #5,1815 market street,37.771326,-122.423832,2024-01-18,Pass,9.0,,,,,,,,,,,
31894,RAVEN BAR,raven bar,1151 FOLSOM ST,1151 folsom street,37.775682,-122.4087795,2024-01-18,Pass,,,,,,,,,,,,
06733253,"GUCKENHEIMER SERVICES LLC, 1st Floor",guckenheimer services llc 1st floor,3180 18TH ST,3180 18th street,37.762389,-122.4146115,2024-01-18,Pass,,,,,,,,,,,,
66394,CANELA,canela,2272 MARKET ST,2272 market street,37.765035,-122.4326565,2024-01-18,Pass,3.0,,,,,,,,,,,
06733420,TBD,tbd,222 2ND ST 26TH FLOOR,222 2nd street 26th floor,37.786329,-122.3982495,2024-01-18,Pass,11.0,,,,,,,,,,,
T-99808,Pine & Jones Market,pine jones market,1100 PINE ST,1100 pine street,37.790658,-122.4141435,2024-01-18,nan,,,,,,,,,,,,
97372,KIBATSU,kibatsu,400 HAIGHT ST,400 haight street,37.772487,-122.429016,2024-01-17,Pass,2.0,,,,,,,,,,,
30614,WESTIN ST FRANCIS (PASTRY),westin st francis,335 POWELL ST,335 powell street,37.787868,-122.4084645,2024-01-17,Pass,4.0,,,,,,,,,,,
91977,LA VACA BIRRIA,la vaca birria,2962 24TH ST,2962 24th street,37.752894,-122.411403,2024-01-17,Pass,5.0,ChIJ9QKs3yR_j4ARHuXwnup3Rs0,78.55072463768116,ChIJ9QKs3yR_j4ARHuXwnup3Rs0,La Vaca Birria,"2962 24th St, San Francisco, CA 94110, United States",4.4,356.0,"restaurant, food, point_of_interest, establishment",37.7527702,-122.4114087,OPERATIONAL
104010,FABLE,fable,558 CASTRO ST,558 castro street,37.759914,-122.4352845,2024-01-17,Pass,,ChIJ369T0Rp-j4ARftWt7DRMdo4,79.1549295774648,ChIJ369T0Rp-j4ARftWt7DRMdo4,Fable,"558 Castro St, San Francisco, CA 94114, United States",4.4,1046.0,"bar, restaurant, food, point_of_interest, establishment",37.7599424,-122.435178,OPERATIONAL
84922,TACO BELL CANTINA #31685,taco bell cantina 31685,710 3RD ST,710 3rd street,37.77871469341,-122.3926319883,2024-01-17,Pass,,ChIJSzz-std_j4ARFlalQgVyI4s,68.23076923076923,ChIJSzz-std_j4ARFlalQgVyI4s,Taco Bell Cantina,"710 3rd St, San Francisco, CA 94107, United States",3.5,1084.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",37.7785552,-122.3927612,OPERATIONAL
110872,NOODLE CITY,noodle city,1165 POWELL ST,1165 powell street,37.795491,-122.4101295,2024-01-17,Pass,3.0,,,,,,,,,,,
63992,THAI COTTAGE RESTAURANT,thai cottage,4041 JUDAH ST,4041 judah street,37.760229,-122.5055655,2024-01-17,Pass,,ChIJCeHIL5eHhYARYEzbJzyPvCc,79.1549295774648,ChIJCeHIL5eHhYARYEzbJzyPvCc,Thai Cottage Restaurant,"4041 Judah St, San Francisco, CA 94122, United States",4.6,180.0,"restaurant, food, point_of_interest, establishment",37.7602555,-122.5055672,OPERATIONAL
06733303,BUBU,bubu,2417 CALIFORNIA ST,2417 california street,37.788696,-122.434065,2024-01-16,Pass,1.0,,,,,,,,,,,
H7906733020,LOS GARCIA MEXICAN FOOD,los garcia mexican food,640 BRANNAN ST,640 brannan street,37.776105,-122.4003015,2024-01-16,Pass,,,,,,,,,,,,
06733387,MILLION THAI,million thai,385 TAYLOR ST,385 taylor street,37.785771,-122.411547,2024-01-16,Pass,7.0,ChIJR1Ftx4-AhYARNPmdTzWKEJ8,79.1549295774648,ChIJR1Ftx4-AhYARNPmdTzWKEJ8,Million Thai Restaurant,"385 Taylor St, San Francisco, CA 94102, United States",4.3,377.0,"restaurant, food, point_of_interest, establishment",37.7857302,-122.4114645,OPERATIONAL
FYF120431,DOSA CORNER INDIAN CUISINE,dosa corner indian cuisine,1499 VALENCIA ST,1499 valencia street,37.749051,-122.4200385,2024-01-16,Pass,,,,,,,,,,,,
