feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
0.0,37.763613,-122.509611,0.0,0.0,93.0,,0
0.0,37.743003,-122.4055665,,,,,0
0.0,37.743003,-122.4055665,0.0,0.0,21.0,,0
4.0,37.781388,-122.42142,,,,,0
4.0,37.781388,-122.42142,4.0,0.0,55.0,,0
3.0,37.798929,-122.422086,,,,,0
0.0,37.73682,-122.40531,,,,,0
7.0,37.794087,-122.4026055,,,,,0
3.0,37.794087,-122.4026055,7.0,0.0,7.0,,0
0.0,,,,,,5.5,1
0.0,,,0.0,1.0,29.0,5.5,0
0.0,,,0.0,0.5,27.0,5.5,0
0.0,,,0.0,0.3333333333333333,371.0,5.5,0
0.0,,,0.0,0.0,258.0,5.5,1
0.0,,,0.0,0.3333333333333333,1.0,5.5,0
0.0,,,0.0,0.3333333333333333,6.0,5.5,0
0.0,,,0.0,0.3333333333333333,275.0,5.5,1
0.0,,,0.0,0.3333333333333333,2.0,5.5,1
0.0,,,0.0,0.6666666666666666,0.0,5.5,0
11.0,37.764522,-122.423652,0.0,0.6666666666666666,606.0,5.5,1
7.0,37.764522,-122.423652,3.6666666666666665,0.6666666666666666,1.0,5.5,0
3.0,37.776933,-122.4217035,,,,1.0,0
4.0,37.776933,-122.4217035,3.0,0.0,216.0,1.0,0
4.0,37.776933,-122.4217035,3.5,0.0,10.0,1.0,0
0.0,37.777017,-122.42143,,,,0.0,0
0.0,37.777017,-122.42143,0.0,0.0,313.0,0.0,0
0.0,37.777017,-122.42143,0.0,0.0,14.0,0.0,0
0.0,37.777017,-122.42143,0.0,0.0,338.0,0.0,1
0.0,37.777017,-122.42143,0.0,0.3333333333333333,1.0,0.0,0
0.0,37.777017,-122.42143,0.0,0.3333333333333333,8.0,0.0,0
0.0,37.777017,-122.42143,0.0,0.3333333333333333,279.0,0.0,0
0.0,37.784741,-122.417754,,,,2.5,1
0.0,37.784741,-122.417754,0.0,1.0,1.0,2.5,0
0.0,37.784741,-122.417754,0.0,0.5,217.0,2.5,1
0.0,37.784741,-122.417754,0.0,0.6666666666666666,8.0,2.5,0
0.0,37.784741,-122.417754,0.0,0.3333333333333333,355.0,2.5,0
0.0,37.784741,-122.417754,0.0,0.3333333333333333,252.0,2.5,0
8.0,37.784709,-122.417577,0.0,0.0,322.0,2.5,0
2.0,37.784709,-122.417577,2.6666666666666665,0.0,23.0,2.5,0
9.0,37.784709,-122.417577,3.333333333333333,0.0,194.0,2.5,0
7.0,37.784709,-122.417577,6.333333333333333,0.0,10.0,2.5,0
5.0,37.784709,-122.417577,6.0,0.0,11.0,2.5,0
0.0,37.784488,-122.433775,,,,,0
0.0,37.784488,-122.433775,0.0,0.0,263.0,,0
3.0,37.78447740767,-122.43356222323,,,,,0
12.0,37.7751925029,-122.41297698469,,,,0.0,0
0.0,37.7751925029,-122.41297698469,12.0,0.0,181.0,0.0,0
0.0,37.7751925029,-122.41297698469,6.0,0.0,105.0,0.0,0
0.0,37.7751925029,-122.41297698469,4.0,0.0,42.0,0.0,0
0.0,37.7751925029,-122.41297698469,0.0,0.0,23.0,0.0,0
0.0,,,,,,0.0,1
0.0,,,0.0,1.0,6.0,0.0,0
0.0,,,0.0,0.5,10.0,0.0,0
0.0,,,0.0,0.3333333333333333,7.0,0.0,0
0.0,,,0.0,0.0,362.0,0.0,0
0.0,37.73187,-122.392044,,,,,0
3.0,37.73187,-122.392044,0.0,0.0,279.0,,0
0.0,,,,,,,0
1.0,37.781757,-122.485311,0.0,0.0,363.0,,0
0.0,37.772415,-122.4075105,,,,,0
12.0,37.795158,-122.402745,,,,-6.0,0
0.0,37.795158,-122.402745,12.0,0.0,53.0,-6.0,0
0.0,37.795158,-122.402745,6.0,0.0,87.0,-6.0,0
0.0,37.795158,-122.402745,4.0,0.0,189.0,-6.0,0
0.0,37.8018,-122.402322,,,,,0
0.0,,,,,,,0
0.0,37.787859,-122.4213975,0.0,0.0,421.0,,0
0.0,,,,,,2.0,0
2.0,37.782693,-122.4100845,0.0,0.0,495.0,2.0,0
2.0,37.782693,-122.4100845,1.0,0.0,329.0,2.0,0
0.0,37.781352,-122.4639585,,,,-0.5,0
1.0,37.781352,-122.4639585,0.0,0.0,116.0,-0.5,0
0.0,37.781352,-122.4639585,0.5,0.0,24.0,-0.5,0
0.0,37.781352,-122.4639585,0.3333333333333333,0.0,68.0,-0.5,0
0.0,37.781352,-122.4639585,0.3333333333333333,0.0,5.0,-0.5,0
4.0,37.795329,-122.4064215,,,,,0
1.0,37.795329,-122.4064215,4.0,0.0,14.0,,0
0.0,37.796393,-122.408374,,,,0.0,0
0.0,37.796393,-122.408374,0.0,0.0,377.0,0.0,0
0.0,37.796393,-122.408374,0.0,0.0,14.0,0.0,0
0.0,37.796393,-122.408374,0.0,0.0,224.0,0.0,0
0.0,37.74949,-122.43175,,,,0.0,0
0.0,37.74949,-122.43175,0.0,0.0,141.0,0.0,0
0.0,37.74949,-122.43175,0.0,0.0,274.0,0.0,0
0.0,37.74949,-122.43175,0.0,0.0,193.0,0.0,0
0.0,37.74949,-122.43175,0.0,0.0,168.0,0.0,0
0.0,37.74949,-122.43175,0.0,0.0,163.0,0.0,0
0.0,37.74949,-122.43175,0.0,0.0,183.0,0.0,0
0.0,37.74949,-122.43175,0.0,0.0,15.0,0.0,0
0.0,37.722933,-122.448971,,,,1.0,0
0.0,37.722933,-122.448971,0.0,0.0,160.0,1.0,0
0.0,37.722933,-122.448971,0.0,0.0,204.0,1.0,0
0.0,37.722933,-122.448971,0.0,0.0,12.0,1.0,0
0.0,37.722933,-122.448971,0.0,0.0,175.0,1.0,0
3.0,37.722789,-122.4490095,0.0,0.0,324.0,1.0,0
2.0,37.722789,-122.4490095,1.0,0.0,244.0,1.0,0
6.0,37.722789,-122.4490095,1.6666666666666667,0.0,106.0,1.0,0
0.0,37.801407,-122.409296,,,,1.0,0
0.0,37.801407,-122.409296,0.0,0.0,153.0,1.0,0
0.0,37.801407,-122.409296,0.0,0.0,537.0,1.0,0
2.0,37.801539,-122.4091755,0.0,0.0,548.0,1.0,0
2.0,37.801539,-122.4091755,0.6666666666666666,0.0,7.0,1.0,0
0.0,,,,,,0.5,0
0.0,,,0.0,0.0,628.0,0.5,0
1.0,37.788183,-122.414598,0.0,0.0,434.0,0.5,0
2.0,37.788183,-122.414598,0.3333333333333333,0.0,505.0,0.5,0
0.0,,,,,,,0
0.0,37.803537,-122.443547,,,,0.0,0
0.0,37.803537,-122.443547,0.0,0.0,135.0,0.0,0
0.0,37.803537,-122.443547,0.0,0.0,174.0,0.0,0
0.0,37.803321,-122.442912,0.0,0.0,581.0,0.0,0
0.0,37.803321,-122.442912,0.0,0.0,358.0,0.0,0
0.0,,,,,,,0
0.0,,,,,,0.5,0
3.0,37.798272,-122.435496,0.0,0.0,788.0,0.5,0
0.0,37.798272,-122.435496,1.5,0.0,10.0,0.5,0
4.0,37.798272,-122.435496,1.0,0.0,320.0,0.5,1
1.0,37.798272,-122.435496,2.333333333333333,0.3333333333333333,17.0,0.5,0
0.0,37.800387,-122.4110205,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,72.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,183.0,0.0,0
0.0,,,0.0,0.0,301.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,195.0,0.0,0
0.0,,,0.0,0.0,184.0,0.0,0
0.0,,,0.0,0.0,188.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,398.0,0.0,0
2.0,37.76423349069,-122.4625922839,0.0,0.0,701.0,0.0,0
0.0,,,,,,0.0,1
0.0,,,0.0,1.0,0.0,0.0,0
0.0,,,0.0,0.5,7.0,0.0,0
0.0,,,0.0,0.3333333333333333,14.0,0.0,0
0.0,,,0.0,0.0,15.0,0.0,0
0.0,,,0.0,0.0,140.0,0.0,0
0.0,,,0.0,0.0,6.0,0.0,0
0.0,,,0.0,0.0,177.0,0.0,0
0.0,,,0.0,0.0,13.0,0.0,0
0.0,,,0.0,0.0,329.0,0.0,0
4.0,37.783017,-122.468373,0.0,0.0,966.0,0.0,0
0.0,37.764437,-122.421885,,,,0.0,0
0.0,37.764437,-122.421885,0.0,0.0,498.0,0.0,1
0.0,37.764437,-122.421885,0.0,0.5,1.0,0.0,0
0.0,37.764437,-122.421885,0.0,0.3333333333333333,293.0,0.0,1
0.0,37.764437,-122.421885,0.0,0.6666666666666666,7.0,0.0,0
0.0,37.764437,-122.421885,0.0,0.3333333333333333,328.0,0.0,1
0.0,37.764437,-122.421885,0.0,0.6666666666666666,7.0,0.0,0
13.0,37.764423,-122.422149,0.0,0.3333333333333333,378.0,0.0,1
0.0,,,,,,,0
0.0,,,0.0,0.0,607.0,,1
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,315.0,0.0,0
0.0,,,0.0,0.0,159.0,0.0,0
0.0,,,,,,,0
0.0,,,,,,2.0,0
0.0,,,0.0,0.0,484.0,2.0,0
0.0,,,0.0,0.0,456.0,2.0,0
5.0,37.78749,-122.4237105,0.0,0.0,414.0,2.0,0
4.0,37.78749,-122.4237105,1.6666666666666667,0.0,15.0,2.0,1
1.0,37.78749,-122.4237105,3.0,0.3333333333333333,7.0,2.0,0
0.0,,,,,,0.5,0
0.0,,,0.0,0.0,393.0,0.5,0
0.0,37.753002,-122.409612,0.0,0.0,512.0,0.5,0
1.0,37.753002,-122.409612,0.0,0.0,32.0,0.5,0
5.0,37.753002,-122.409612,0.3333333333333333,0.0,185.0,0.5,0
0.0,37.778877,-122.417028,,,,,0
0.0,37.778877,-122.417028,0.0,0.0,76.0,,0
0.0,,,,,,2.5,0
0.0,,,0.0,0.0,244.0,2.5,0
8.0,37.78443,-122.412978,0.0,0.0,979.0,2.5,0
1.0,37.78443,-122.412978,2.6666666666666665,0.0,9.0,2.5,0
0.0,37.78443,-122.412978,3.0,0.0,23.0,2.5,0
6.0,37.78443,-122.412978,3.0,0.0,174.0,2.5,0
0.0,37.78443,-122.412978,2.333333333333333,0.0,8.0,2.5,0
0.0,37.763483,-122.509335,,,,0.0,0
0.0,37.763483,-122.509335,0.0,0.0,394.0,0.0,0
0.0,37.763483,-122.509335,0.0,0.0,18.0,0.0,0
0.0,37.763483,-122.509335,0.0,0.0,364.0,0.0,0
0.0,37.747228,-122.481299,,,,0.0,0
0.0,37.747228,-122.481299,0.0,0.0,105.0,0.0,0
0.0,37.747228,-122.481299,0.0,0.0,183.0,0.0,0
0.0,37.747228,-122.481299,0.0,0.0,237.0,0.0,0
0.0,37.747228,-122.481299,0.0,0.0,160.0,0.0,0
0.0,37.747287,-122.481108,0.0,0.0,353.0,0.0,0
0.0,37.747287,-122.481108,0.0,0.0,228.0,0.0,0
0.0,37.747287,-122.481108,0.0,0.0,136.0,0.0,0
0.0,37.748403,-122.4785115,,,,,0
2.0,37.748403,-122.4785115,0.0,0.0,75.0,,0
0.0,37.782971,-122.496324,,,,0.0,0
0.0,37.782971,-122.496324,0.0,0.0,216.0,0.0,0
0.0,37.782971,-122.496324,0.0,0.0,170.0,0.0,0
0.0,37.782971,-122.496324,0.0,0.0,531.0,0.0,0
3.0,37.78149774838,-122.49449094611,,,,,0
1.0,37.78149774838,-122.49449094611,3.0,0.0,77.0,,0
2.0,37.76394773204,-122.50937701269,,,,,0
4.0,37.76394773204,-122.50937701269,2.0,0.0,379.0,,0
0.0,37.766003,-122.464538,,,,0.0,0
0.0,37.766003,-122.464538,0.0,0.0,338.0,0.0,0
4.0,37.765701,-122.4645795,0.0,0.0,541.0,0.0,0
0.0,37.765701,-122.4645795,1.3333333333333333,0.0,7.0,0.0,0
0.0,37.765701,-122.4645795,1.3333333333333333,0.0,35.0,0.0,0
0.0,37.742998,-122.477391,,,,0.0,0
0.0,37.742998,-122.477391,0.0,0.0,379.0,0.0,0
0.0,37.742998,-122.477391,0.0,0.0,336.0,0.0,0
4.0,37.743228,-122.477418,,,,-2.0,0
2.0,37.743228,-122.477418,4.0,0.0,84.0,-2.0,0
2.0,37.743228,-122.477418,3.0,0.0,291.0,-2.0,0
0.0,,,,,,,1
0.0,,,0.0,1.0,7.0,,0
12.0,37.783548,-122.4140265,,,,1.0,1
3.0,37.783548,-122.4140265,12.0,1.0,1.0,1.0,1
3.0,37.783548,-122.4140265,7.5,1.0,1.0,1.0,1
1.0,37.783548,-122.4140265,6.0,1.0,1.0,1.0,0
9.0,37.783548,-122.4140265,2.333333333333333,0.6666666666666666,251.0,1.0,0
3.0,37.783548,-122.4140265,4.333333333333333,0.3333333333333333,2.0,1.0,0
1.0,37.783548,-122.4140265,4.333333333333333,0.0,4.0,1.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,1.0,0.0,0
1.0,37.783206,-122.4094005,0.0,0.0,515.0,0.0,0
0.0,37.783206,-122.4094005,0.3333333333333333,0.0,2.0,0.0,0
1.0,37.783206,-122.4094005,0.3333333333333333,0.0,1.0,0.0,0
0.0,37.783206,-122.4094005,0.6666666666666666,0.0,8.0,0.0,0
1.0,37.783206,-122.4094005,0.3333333333333333,0.0,237.0,0.0,0
0.0,37.783206,-122.4094005,0.6666666666666666,0.0,36.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,273.0,0.0,0
0.0,,,0.0,0.0,483.0,0.0,0
0.0,,,,,,1.0,0
0.0,,,0.0,0.0,373.0,1.0,0
0.0,37.763721,-122.395194,0.0,0.0,203.0,1.0,0
2.0,37.763721,-122.395194,0.0,0.0,335.0,1.0,0
0.0,37.763721,-122.395194,0.6666666666666666,0.0,5.0,1.0,0
4.0,37.761705,-122.419728,,,,-4.0,0
0.0,37.761705,-122.419728,4.0,0.0,8.0,-4.0,0
5.0,37.761705,-122.419728,2.0,0.0,272.0,-4.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,436.0,0.0,0
0.0,,,0.0,0.0,183.0,0.0,0
0.0,,,0.0,0.0,11.0,0.0,0
0.0,,,0.0,0.0,316.0,0.0,0
4.0,37.730088,-122.404347,0.0,0.0,428.0,0.0,0
8.0,37.786329,-122.3982495,,,,,0
2.0,37.786329,-122.3982495,8.0,0.0,34.0,,0
6.0,37.786329,-122.3982495,,,,-6.0,0
0.0,37.786329,-122.3982495,6.0,0.0,52.0,-6.0,0
0.0,37.786329,-122.3982495,3.0,0.0,6.0,-6.0,0
0.0,37.786329,-122.3982495,,,,-1.5,0
3.0,37.786329,-122.3982495,0.0,0.0,198.0,-1.5,0
2.0,37.786329,-122.3982495,1.5,0.0,77.0,-1.5,0
0.0,37.786329,-122.3982495,1.6666666666666667,0.0,42.0,-1.5,0
0.0,37.786329,-122.3982495,1.6666666666666667,0.0,139.0,-1.5,0
0.0,37.737684,-122.4689355,,,,,0
2.0,37.737684,-122.4689355,0.0,0.0,78.0,,0
0.0,37.721453,-122.48629,,,,,0
0.0,37.721453,-122.48629,0.0,0.0,978.0,,0
20.0,37.761084,-122.4879345,,,,,0
0.0,37.761084,-122.4879345,20.0,0.0,224.0,,0
5.0,37.795752,-122.4062775,,,,,1
2.0,37.795752,-122.4062775,5.0,1.0,1.0,,0
1.0,37.769661,-122.448186,,,,,0
0.0,37.790034,-122.407104,,,,0.0,0
0.0,37.790034,-122.407104,0.0,0.0,371.0,0.0,0
0.0,37.790034,-122.407104,0.0,0.0,376.0,0.0,0
1.0,37.79493499445,-122.39426502138,,,,,0
0.0,37.742787,-122.478165,,,,,0
0.0,37.742787,-122.478165,0.0,0.0,411.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,63.0,0.0,0
0.0,,,0.0,0.0,595.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,391.0,0.0,0
0.0,,,0.0,0.0,234.0,0.0,0
0.0,,,0.0,0.0,249.0,0.0,0
0.0,37.778652,-122.415291,,,,,0
1.0,37.778652,-122.415291,0.0,0.0,252.0,,0
1.0,37.73682,-122.40531,,,,,0
2.0,37.73682,-122.40531,1.0,0.0,435.0,,0
0.0,,,,,,,0
0.0,37.715986,-122.440039,,,,0.0,0
0.0,37.715986,-122.440039,0.0,0.0,576.0,0.0,0
0.0,37.716111,-122.4399375,0.0,0.0,904.0,0.0,0
0.0,37.716111,-122.4399375,0.0,0.0,13.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,490.0,0.0,0
4.0,37.798902,-122.4086715,0.0,0.0,923.0,0.0,0
4.0,37.784169,-122.4090315,,,,-2.0,0
0.0,37.784169,-122.4090315,4.0,0.0,15.0,-2.0,0
0.0,37.784169,-122.4090315,2.0,0.0,19.0,-2.0,0
2.0,37.784169,-122.4090315,1.3333333333333333,0.0,188.0,-2.0,0
0.0,37.784394,-122.409047,,,,,0
0.0,37.784394,-122.409047,0.0,0.0,364.0,,0
0.0,37.74982335847,-122.49548950472,,,,,0
2.0,37.74982335847,-122.49548950472,0.0,0.0,350.0,,0
0.0,,,,,,,0
0.0,37.77498,-122.436351,,,,,0
0.0,,,,,,3.0,0
0.0,,,0.0,0.0,432.0,3.0,0
7.0,37.759491,-122.419449,0.0,0.0,681.0,3.0,0
6.0,37.759491,-122.419449,2.333333333333333,0.0,27.0,3.0,0
1.0,37.759491,-122.419449,4.333333333333333,0.0,119.0,3.0,0
0.0,37.775728,-122.497522,,,,1.5,0
0.0,37.775728,-122.497522,0.0,0.0,9.0,1.5,0
0.0,37.775728,-122.497522,0.0,0.0,222.0,1.5,0
0.0,37.775728,-122.497522,0.0,0.0,310.0,1.5,0
0.0,37.775728,-122.497522,0.0,0.0,280.0,1.5,0
3.0,37.775925,-122.497533,0.0,0.0,391.0,1.5,0
2.0,37.775925,-122.497533,1.0,0.0,405.0,1.5,0
0.0,37.786095,-122.4527715,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,2.0,0.0,0
0.0,,,0.0,0.0,370.0,0.0,0
10.0,37.799514,-122.4408825,,,,,0
0.0,37.718496,-122.439843,,,,,0
0.0,37.718359,-122.439655,,,,0.0,0
0.0,37.718359,-122.439655,0.0,0.0,518.0,0.0,0
0.0,37.718359,-122.439655,0.0,0.0,7.0,0.0,0
0.0,,,,,,-4.0,1
0.0,,,0.0,1.0,7.0,-4.0,0
0.0,,,0.0,0.5,337.0,-4.0,0
0.0,37.736586,-122.470335,0.0,0.3333333333333333,510.0,-4.0,0
8.0,37.736586,-122.470335,0.0,0.0,0.0,-4.0,1
3.0,37.736586,-122.470335,2.6666666666666665,0.3333333333333333,8.0,-4.0,0
0.0,37.736586,-122.470335,3.6666666666666665,0.3333333333333333,210.0,-4.0,0
1.0,37.736586,-122.470335,3.6666666666666665,0.3333333333333333,7.0,-4.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,296.0,0.0,0
0.0,,,0.0,0.0,13.0,0.0,0
0.0,,,0.0,0.0,21.0,0.0,0
0.0,,,0.0,0.0,261.0,0.0,0
0.0,,,0.0,0.0,183.0,0.0,0
0.0,,,0.0,0.0,189.0,0.0,0
0.0,,,0.0,0.0,33.0,0.0,0
0.0,37.796211,-122.4086265,0.0,0.0,265.0,0.0,0
1.0,37.788201,-122.4334485,,,,,0
1.0,37.788201,-122.4334485,1.0,0.0,195.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,137.0,0.0,0
0.0,,,0.0,0.0,45.0,0.0,0
0.0,,,0.0,0.0,270.0,0.0,0
0.0,,,0.0,0.0,454.0,0.0,1
0.0,,,0.0,0.3333333333333333,1.0,0.0,0
8.0,37.778832,-122.394078,,,,-4.0,1
4.0,37.778832,-122.394078,8.0,1.0,1.0,-4.0,1
0.0,37.778832,-122.394078,6.0,1.0,0.0,-4.0,0
0.0,37.777488,-122.438257,,,,0.0,0
0.0,37.777488,-122.438257,0.0,0.0,257.0,0.0,0
0.0,37.777488,-122.438257,0.0,0.0,247.0,0.0,0
0.0,37.777488,-122.438257,0.0,0.0,7.0,0.0,0
4.0,37.777545,-122.437998,,,,,0
0.0,37.766408,-122.422055,,,,0.0,1
0.0,37.766408,-122.422055,0.0,1.0,491.0,0.0,1
0.0,37.766408,-122.422055,0.0,1.0,1.0,0.0,0
0.0,37.766408,-122.422055,0.0,0.6666666666666666,4.0,0.0,0
0.0,37.766408,-122.422055,0.0,0.3333333333333333,7.0,0.0,0
0.0,37.766408,-122.422055,0.0,0.0,95.0,0.0,0
0.0,37.766408,-122.422055,0.0,0.0,157.0,0.0,0
0.0,37.766408,-122.422055,0.0,0.0,337.0,0.0,0
7.0,37.766385,-122.422428,0.0,0.0,414.0,0.0,0
0.0,,,,,,3.0,0
0.0,,,0.0,0.0,20.0,3.0,0
0.0,,,0.0,0.0,182.0,3.0,0
0.0,,,0.0,0.0,7.0,3.0,0
0.0,,,0.0,0.0,435.0,3.0,0
6.0,37.783854,-122.4825885,0.0,0.0,426.0,3.0,0
2.0,37.783854,-122.4825885,2.0,0.0,8.0,3.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,343.0,0.0,0
3.0,37.797309,-122.408829,0.0,0.0,511.0,0.0,0
0.0,37.797309,-122.408829,1.0,0.0,8.0,0.0,0
0.0,37.797309,-122.408829,1.0,0.0,7.0,0.0,0
0.0,37.797309,-122.408829,1.0,0.0,271.0,0.0,0
0.0,37.797309,-122.408829,0.0,0.0,30.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,309.0,0.0,0
4.0,37.764927,-122.4665235,,,,-4.0,0
0.0,37.764927,-122.4665235,4.0,0.0,10.0,-4.0,0
1.0,37.764927,-122.4665235,2.0,0.0,358.0,-4.0,1
2.0,37.790199,-122.4036765,,,,,0
0.0,,,,,,1.0,0
0.0,,,0.0,0.0,378.0,1.0,0
0.0,,,0.0,0.0,297.0,1.0,1
0.0,,,0.0,0.3333333333333333,1.0,1.0,0
2.0,37.781496,-122.4606915,0.0,0.3333333333333333,885.0,1.0,0
0.0,37.781496,-122.4606915,0.6666666666666666,0.3333333333333333,46.0,1.0,0
0.0,,,,,,-3.5,0
9.0,37.76058,-122.3856315,0.0,0.0,398.0,-3.5,0
7.0,37.76058,-122.3856315,4.5,0.0,21.0,-3.5,0
2.0,37.76058,-122.3856315,5.333333333333333,0.0,133.0,-3.5,0
4.0,37.76058,-122.3856315,6.0,0.0,174.0,-3.5,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,387.0,0.0,0
0.0,,,0.0,0.0,376.0,0.0,1
0.0,,,0.0,0.3333333333333333,3.0,0.0,0
1.0,37.786464,-122.4055575,0.0,0.3333333333333333,832.0,0.0,0
0.0,37.795131,-122.4033885,,,,0.0,0
0.0,37.795131,-122.4033885,0.0,0.0,7.0,0.0,0
4.0,37.795131,-122.4033885,0.0,0.0,91.0,0.0,0
0.0,,,,,,,0
1.0,37.78497,-122.4306945,0.0,0.0,432.0,,0
0.0,,,,,,7.0,0
7.0,37.784889,-122.408163,0.0,0.0,673.0,7.0,0
0.0,37.784889,-122.408163,3.5,0.0,14.0,7.0,0
0.0,,,,,,1.5,0
0.0,,,0.0,0.0,14.0,1.5,0
0.0,,,0.0,0.0,196.0,1.5,0
0.0,,,0.0,0.0,10.0,1.5,0
0.0,,,0.0,0.0,284.0,1.5,1
0.0,,,0.0,0.3333333333333333,7.0,1.5,0
0.0,,,0.0,0.3333333333333333,253.0,1.5,0
12.0,37.79797876046,-122.40559224862,0.0,0.3333333333333333,469.0,1.5,1
3.0,37.79797876046,-122.40559224862,4.0,0.3333333333333333,1.0,1.5,0
4.0,37.79797876046,-122.40559224862,5.0,0.3333333333333333,47.0,1.5,0
0.0,,,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,189.0,0.0,0
0.0,,,0.0,0.0,182.0,0.0,0
0.0,,,0.0,0.0,476.0,0.0,0
0.0,,,0.0,0.0,147.0,0.0,0
0.0,37.801109,-122.407756,,,,1.0,0
0.0,37.801109,-122.407756,0.0,0.0,400.0,1.0,1
0.0,37.801109,-122.407756,0.0,0.5,1.0,1.0,0
2.0,37.801215,-122.4079605,0.0,0.3333333333333333,824.0,1.0,0
2.0,37.801215,-122.4079605,0.6666666666666666,0.3333333333333333,273.0,1.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,0.0,0.0,443.0,0.0,0
0.0,,,0.0,0.0,370.0,0.0,0
0.0,,,,,,0.5,0
0.0,,,0.0,0.0,188.0,0.5,0
0.0,,,0.0,0.0,133.0,0.5,0
0.0,,,0.0,0.0,181.0,0.5,0
2.0,37.763559,-122.399478,0.0,0.0,346.0,0.5,0
1.0,37.763559,-122.399478,0.6666666666666666,0.0,236.0,0.5,0
0.0,37.763559,-122.399478,1.0,0.0,177.0,0.5,0
0.0,37.764693,-122.403699,,,,2.5,1
0.0,37.764693,-122.403699,0.0,1.0,7.0,2.5,0
0.0,37.764693,-122.403699,0.0,0.5,371.0,2.5,0
0.0,37.764504,-122.4037035,0.0,0.3333333333333333,260.0,2.5,0
5.0,37.764504,-122.4037035,0.0,0.0,204.0,2.5,0
8.0,37.764504,-122.4037035,1.6666666666666667,0.0,211.0,2.5,0
0.0,37.785207,-122.400629,,,,,0
2.0,37.785474,-122.400468,,,,,0
0.0,37.785474,-122.400468,2.0,0.0,7.0,,0
0.0,37.752768,-122.410472,,,,3.5,1
0.0,37.752768,-122.410472,0.0,1.0,701.0,3.5,1
8.0,37.752948,-122.4105075,0.0,1.0,561.0,3.5,0
7.0,37.752948,-122.4105075,2.6666666666666665,0.6666666666666666,21.0,3.5,1
3.0,37.752948,-122.4105075,5.0,0.6666666666666666,33.0,3.5,0
0.0,37.75977,-122.397426,,,,1.5,0
0.0,37.75977,-122.397426,0.0,0.0,45.0,1.5,0
3.0,37.75977,-122.397426,0.0,0.0,28.0,1.5,0
3.0,37.75977,-122.397426,1.0,0.0,250.0,1.5,0
0.0,37.760985,-122.4367245,,,,,0
1.0,37.760985,-122.4367245,0.0,0.0,33.0,,0
0.0,37.778472,-122.4203805,,,,,0
2.0,37.72097601449,-122.4765380111,,,,,0
0.0,37.778472,-122.4203805,,,,,0
0.0,,,,,,,0
0.0,,,,,,,0
0.0,37.778343,-122.415348,,,,2.0,0
0.0,37.778343,-122.415348,0.0,0.0,364.0,2.0,1
0.0,37.778343,-122.415348,0.0,0.5,406.0,2.0,0
4.0,37.77831,-122.4158265,0.0,0.3333333333333333,505.0,2.0,0
4.0,37.77831,-122.4158265,1.3333333333333333,0.3333333333333333,8.0,2.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,371.0,0.0,0
0.0,,,0.0,0.0,389.0,0.0,0
0.0,,,,,,,0
0.0,,,0.0,0.0,464.0,,0
0.0,37.681741,-122.481424,,,,,0
0.0,37.681741,-122.481424,0.0,0.0,251.0,,0
1.0,37.786788,-122.394231,,,,2.0,0
2.0,37.786788,-122.394231,1.0,0.0,34.0,2.0,0
0.0,37.786788,-122.394231,1.5,0.0,3.0,2.0,0
1.0,37.786788,-122.394231,1.0,0.0,68.0,2.0,0
0.0,37.786788,-122.394231,1.0,0.0,21.0,2.0,0
5.0,37.786788,-122.394231,0.3333333333333333,0.0,27.0,2.0,0
0.0,37.786788,-122.394231,2.0,0.0,56.0,2.0,0
0.0,37.79265125781,-122.40187042258,,,,0.0,0
0.0,37.79265125781,-122.40187042258,0.0,0.0,16.0,0.0,0
0.0,37.79265125781,-122.40187042258,0.0,0.0,68.0,0.0,0
6.0,37.79265125781,-122.40187042258,0.0,0.0,0.0,0.0,1
8.0,37.79265125781,-122.40187042258,,,,,1
